4687.2001-10-05.lokay.ham.txt,ham
0655.2000-03-07.kaminski.ham.txt,spam
3285.2000-11-10.kaminski.ham.txt,ham
0898.2004-04-18.GP.spam.txt,spam
1297.2004-10-28.BG.spam.txt,ham
3341.2004-11-30.GP.spam.txt,spam
2890.2004-10-27.GP.spam.txt,spam
1077.2000-05-19.beck.ham.txt,ham
3980.2001-11-13.kitchen.ham.txt,ham
4884.2001-09-10.farmer.ham.txt,ham
1116.2002-08-30.SA_and_HP.spam.txt,ham
5047.2001-04-09.kaminski.ham.txt,ham
0455.2000-03-08.beck.ham.txt,ham
1792.2005-06-23.SA_and_HP.spam.txt,spam
1852.2000-08-02.farmer.ham.txt,ham
1710.2000-11-03.lokay.ham.txt,ham
5565.2001-04-30.kaminski.ham.txt,ham
0809.2000-03-31.farmer.ham.txt,ham
3262.2004-12-23.GP.spam.txt,spam
1616.2000-06-23.beck.ham.txt,spam
2615.2004-10-24.GP.spam.txt,spam
2639.2005-06-29.SA_and_HP.spam.txt,spam
4296.2001-11-28.kitchen.ham.txt,spam
1059.2000-04-20.kaminski.ham.txt,ham
0131.2004-01-03.GP.spam.txt,spam
4569.2001-12-13.kitchen.ham.txt,ham
2228.2001-08-31.kitchen.ham.txt,ham
2509.2000-09-19.kaminski.ham.txt,ham
0323.2002-05-28.SA_and_HP.spam.txt,ham
3669.2001-11-02.kitchen.ham.txt,spam
0613.2002-07-21.SA_and_HP.spam.txt,spam
0124.2001-03-08.kitchen.ham.txt,spam
5309.2001-04-19.kaminski.ham.txt,ham
1991.2001-08-13.kitchen.ham.txt,ham
2345.2001-09-06.kitchen.ham.txt,ham
0822.2000-04-03.farmer.ham.txt,ham
0762.2004-10-05.BG.spam.txt,spam
5885.2002-02-03.williams.ham.txt,ham
0550.2001-04-09.kitchen.ham.txt,ham
0959.2002-07-25.SA_and_HP.spam.txt,spam
4839.2005-07-19.SA_and_HP.spam.txt,spam
3547.2001-10-30.kitchen.ham.txt,ham
0980.2000-04-24.farmer.ham.txt,ham
2000.2000-07-25.beck.ham.txt,ham
3222.2000-10-30.beck.ham.txt,ham
0128.2004-08-12.BG.spam.txt,ham
4742.2005-06-07.BG.spam.txt,spam
1210.2002-09-16.SA_and_HP.spam.txt,spam
1804.2004-11-24.BG.spam.txt,spam
4433.2005-04-18.BG.spam.txt,ham
3984.2005-07-05.SA_and_HP.spam.txt,spam
0857.2004-09-30.BG.spam.txt,spam
0001.1999-12-10.farmer.ham.txt,spam
4044.2005-07-15.SA_and_HP.spam.txt,spam
1016.2000-05-01.farmer.ham.txt,ham
1799.2004-07-20.GP.spam.txt,spam
